id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
661,010860,AMEREN CORP,2012,T1,Scope 1,1,1,2010,66427186,2011,,"Ameren Missouri Energy Efficiency Electric Programs
(10/01/2010-9/30/2011)

Savings Target: 
206 GWh  (approximately 154,500 metric tons of CO2)",100,100,,,,absolute,,0
661,010860,AMEREN CORP,2013,T4,Scope 1,0,0,2011,65762914,2012,,"Ameren Illinois Energy Efficiency Natural Gas Programs  (06/01/2011-05/31/2012)  Savings Target:  2.3 million Therms  (approximately  12,500metric tons of CO2)",100,100,,,,absolute,,0
661,010860,AMEREN CORP,2019,Abs 1,Scope 1,1,1,2017,30200376,2018,"No, and we do not anticipate setting one in the next 2 years","Ameren Missouri Energy Efficiency Electric Programs 03/01/2016-02/28/2019.   2018 Savings Target: 204  GWh  (approximately 161,300 metric tons of CO2, assuming CO2 emission factor of 0.73 metric ton/MWh and adjusting for line losses)2018 Savings Actual: 362.5 GWh  (approximately 286,400 metric tons of CO2, assuming CO2 emission factor of 0.73 metric ton/MWh and adjusting for line losses)Exceeded 2018 savings target by approximately 77%.",,100,2018,Achieved,0,absolute,,0
661,010860,AMEREN CORP,2018, Abs 1, Scope 1,1,1,2016,26795627,2017," No, and we do not anticipate setting one in the next 2 years","Ameren Missouri Energy Efficiency Electric Programs 02/01/2016-02/28/2019.  The program is underway.  2017 Savings Target: 197  GWh  (approximately 155,000 metric tons of CO2, assuming CO2 emission factor of 0.73 metric ton/MWh and adjusting for line losses)2017 Savings Actual: 321 GWh  (approximately 253,900 metric tons of CO2, assuming CO2 emission factor of 0.73 metric ton/MWh and adjusting for line losses)",,63,2017, Underway,0,absolute,,0
661,010860,AMEREN CORP,2014,Abs3,Scope 1,100,0,2012,30069348,2013,,"Ameren Illinois Energy Efficiency Natural Gas Programs (01/01/2013-12/31/2013)  Savings Target:  3,762,892 therms (approximately 19,975 metric tons of CO2)",100,100,,,,absolute,,0
661,010860,AMEREN CORP,2015,Abs4,Scope 1,100,15,2013,30214592,2034,,"Ameren Missouri Generation:  Planned Retirements
The 2014 IRP includes plans to retire approximately one-third (about 1,800 MW) of Ameren Missouri’s current coal-fired generating capacity by 2034.  This includes converting two units at Meramec Energy Center to natural gas in 2016, and retiring all remaining units at the Meramec Energy Center by the end of 2022 and the Sioux Energy Center by the end of 2033.",0,0,,,,absolute,,0
661,010860,AMEREN CORP,2021,Abs 2,Scope 1,1,0,2019,24413651,2020,"No, and we do not anticipate setting one in the next 2 years","Ameren Illinois Energy Efficiency Electric Programs (Planning Year: 01/01/2020-12/31/2020)2020 Savings Target:  370 GWh (approximately 287,700 metric tons of CO2, assuming CO2 emission factor of 0.72 metric ton/MWh and adjusting for line losses).  2020 Savings Actual: 442 GWh (approximately 343,400 metric tons of CO2, assuming CO2 emission factor of 0.72 metric ton/MWh and adjusting for line losses)Exceeded 2020 savings target by approximately 19%.Targeted reduction is <1% of Scope 1 emissions.",100,,2019,Achieved,1,absolute,,0
661,010860,AMEREN CORP,2019,Abs 3,Scope 1,1,1,2017,30200376,2018,"No, and we do not anticipate setting one in the next 2 years","Ameren Illinois Energy Efficiency Natural Gas Programs (Planning Year:  1/1/2018 – 12/31/18)2018 Savings Target:  3,716,492 therms (approximately 19,700 metric tons of CO2)2018 Savings Actual: 7,353,769 therms (approximately 39,000 metric tons of CO2)Exceeded 2018 savings target by approximately 98%.",,100,2018,Achieved,0,absolute,,0
661,010860,AMEREN CORP,2012,T6,Scope 1,1,1,2010,66427186,2012,,"Ameren Illinois Energy Efficiency Natural Gas Programs 
(06/01/2011-05/31/2012)

Savings Target: 
2.3 million Therms  (approximately  12,500 metric tons of CO2)",90,90,,,,absolute,,0
661,010860,AMEREN CORP,2020,Abs 6,Scope 1,100,80,2005,35754207,2050,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","Ameren Missouri 2017 Integrated Resource Plan (IRP)  is designed to ensure that customers' long-term electric energy needs are met in a reliable, cost-effective and environmentally responsible manner.  Ameren's preferred plan focuses on transitioning the generation fleet to a cleaner and more fuel diverse energy portfolio in a responsible manner and includes:  the addition of at least 700 MW of wind generation (representing and investment of approximately $1.2 billion)---we expect a 400 MW wind project and the majority of a 300 MW wind project to be placed in-service by the end of 2020. We expect a portion of the 300 MW wind project will be placed in-service in the first quarter of 2021.  The plan also includes the addition of 100 MW of solar generation by 2027;  the planned retirement of more than half of Ameren Missouri's coal-fired generation capacity; continuation of cost-effective customer energy-efficiency programs; and continued development of smart grid, communications and other advanced technologies. Ameren expects the percent of its rate base represented by fossil fuel-fired generation investments to decline in the years ahead as it focuses on increased grid and renewable generation investment. In addition, Ameren Missouri has a goal to reduce CO2 emissions 35% by 2030, 50% by 2040, and 80% by 2050 compared to 2005 levels. The 2005 base year reported is CO2 not CO2e.The target is underway.",3,41,2018,Underway,32,absolute,,0
661,010860,AMEREN CORP,2021,Abs 5,Scope 1,85,85,2005,38113792,2040,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","More than 99% of Ameren's direct GHG emissions occur as a result of operations of Ameren Missouri's fossil-fueled energy centers. In 2020, we announced a comprehensive plan that significantly reduces carbon emissions while ensuring that we can deliver safe, reliable and affordable energy to our customers. In particular, the plan includes a company-wide goal to achieve net-zero carbon emissions by 2050, including aggressive interim goals to reduce carbon emissions below 2005 levels by 50% by 2030 and 85% by 2040, accelerating coal-fired energy center retirements, significantly increasing renewable energy investments and extending the life of our Callaway nuclear energy center.The 2005 base year reported is CO2 not CO2e.% target achieved:  31% [% Difference:  2005 to 3-YR Average (2018-2020) Ameren Corporation CO2 Emissions] The target is underway.",0,81,2020,Underway,20,absolute,,0
661,010860,AMEREN CORP,2017,Abs5,Scope 1,100,5,2015,28548178,2016,"No, and we do not anticipate setting one in the next 2 years","Ameren Missouri Hydroelectric Generation (non-carbon emitting generation):  2016 Target--1,632,200 MWh (approximately 1,420,014 metric tons of CO2, assuming CO2 emission factor of 0.87 metric ton/MWh)",100,100,,,,absolute,,0
661,010860,AMEREN CORP,2021,Abs 3,Scope 1,1,0,2019,24413651,2020,"No, and we do not anticipate setting one in the next 2 years","Ameren Illinois Energy Efficiency Natural Gas Programs (Planning Year:  1/1/2020 – 12/31/2020)2020 Savings Target:  3,074,613  therms (approximately 16,322  metric tons of CO2)2020 Savings Actual: 4,296,545  therms (approximately 22,800  metric tons of CO2)Completed 2020 savings target by approximately 140%.Targeted reduction is <1% of Scope 1 emissions.",100,,2019,Achieved,1,absolute,,0
661,010860,AMEREN CORP,2017,Abs2,Scope 1,100,1,2015,28548178,2016,"No, and we do not anticipate setting one in the next 2 years","Ameren Illinois Energy Efficiency Electric Programs (Planning Year 8:  06/01/2015-05/31/2016)  Savings Target:  339,867 MWh (approximately 295,000 metric tons of CO2, assuming CO2 emission factor of 0.87 metric ton/MWh and adjusting for line losses)",100,100,,,,absolute,,0
